loan_id,loan_amount,default_prob,interest_rate,loan_grade,loan_purpose,annual_income,employment_length,home_ownership,credit_score,risk_grade,risk_description,expected_loss,monthly_payment
LC000337,30663.817520330216,0.16396395683579937,18.78759267022341,A,credit_card,24595.341581187604,1,MORTGAGE,759,B,Low-Medium Risk,2262.4923835459135,1120.7231709137816
LC000338,26109.735781400712,0.20209682351493966,13.540625246272537,A,debt_consolidation,26214.17853249197,2,RENT,738,C,Medium Risk,2374.51259890595,886.5545172951606
LC000339,19225.214872619756,0.10914958240578285,15.31089905557759,A,debt_consolidation,31117.324243439216,0,RENT,789,B,Low-Medium Risk,944.2908787535514,669.3791212871338
LC000340,7935.024819530045,0.026189503775175073,7.51583420118777,A,debt_consolidation,12679.079118340178,4,MORTGAGE,835,A,Low Risk,93.5164631102355,246.88632198577065
LC000341,19748.47625350497,0.20176212126736204,23.722366134770034,B,credit_card,38911.26997426079,8,MORTGAGE,739,C,Medium Risk,1793.0225073173801,771.9131847822576
LC000342,19204.15312341697,0.05489341955757101,17.99533148450854,D,debt_consolidation,14142.44231013315,1,OWN,819,A,Low Risk,474.3817355932045,694.2311651816423
LC000343,10196.056097300456,0.2946213000995296,11.137273232341604,C,debt_consolidation,37291.83409011539,6,MORTGAGE,687,C,Medium Risk,1351.7888864734782,334.4690075382862
LC000344,18015.54947713919,0.35764338003178997,16.544551095874397,B,credit_card,55974.12884550158,4,MORTGAGE,653,D,Medium-High Risk,2899.4139036603033,638.2273278535293
LC000345,16955.142031921205,0.4729168839046484,7.970682589241892,D,credit_card,28611.43578979289,1,MORTGAGE,589,D,Medium-High Risk,3608.2678211536077,531.0832438248705
LC000346,23475.502941566494,0.18820682574474112,23.385060038536505,A,home_improvement,83998.81201891138,7,MORTGAGE,746,B,Low-Medium Risk,1988.2124511271033,913.4483039771726
LC000347,24052.809526029316,0.10903880130795464,9.146129781900587,A,debt_consolidation,17496.38470512535,10,MORTGAGE,790,B,Low-Medium Risk,1180.210283463055,766.5098099065934
LC000348,6359.120293161335,0.21475076000872728,17.664545724993857,B,debt_consolidation,65882.64556494146,5,RENT,731,C,Medium Risk,614.5316621744928,228.82873343929666
LC000349,16238.378438794136,0.15620969566754514,10.418180325700748,C,other,50897.47163913853,3,MORTGAGE,764,B,Low-Medium Risk,1141.4664693263064,527.1607147742898
LC000350,23775.797471427093,0.17532573566310353,18.916104887673644,A,debt_consolidation,15397.853196270362,3,OWN,753,B,Low-Medium Risk,1875.8291321947102,870.5179372211676
LC000351,20094.08775740263,0.34466146245548146,19.98278461032506,B,home_improvement,140842.44729249226,1,MORTGAGE,660,D,Medium-High Risk,3116.5459529288296,746.592057748067
LC000352,30694.69523564967,0.15547423602677,18.121555120405787,C,home_improvement,35176.283040860886,2,RENT,764,B,Low-Medium Risk,2147.505431326726,1111.559361846014
LC000353,24760.80894856835,0.14727311799250858,17.060990284593466,C,home_improvement,23417.947368420628,6,OWN,768,B,Low-Medium Risk,1640.970692042611,883.5421446653945
LC000354,9888.03281244289,0.08847468880743929,22.064443691136212,C,debt_consolidation,17969.95368832174,2,OWN,801,A,Low Risk,393.678281699385,377.9581878097007
LC000355,7117.062422012896,0.17982482173676037,7.415280797815645,B,home_improvement,32532.373693440226,4,OWN,751,B,Low-Medium Risk,575.9210165975393,221.10808407454448
LC000356,24272.578346189468,0.362534776131125,11.956465784043512,A,home_improvement,34074.22675298638,9,RENT,650,D,Medium-High Risk,3959.844190587446,805.6923354371837
LC000357,5795.3393162486545,0.12327682634495307,10.469174633355227,B,credit_card,38227.97147747909,5,OWN,782,B,Low-Medium Risk,321.493967324669,188.27846409077327
LC000358,22573.2674382039,0.32587465621468326,23.78425131717759,A,debt_consolidation,31291.50462286791,5,MORTGAGE,670,D,Medium-High Risk,3310.2250947300604,883.0585924065213
LC000359,33206.907242748726,0.1691707618031369,13.009016034003723,D,debt_consolidation,49841.9687984403,3,MORTGAGE,756,B,Low-Medium Risk,2527.937007921858,1119.0161513700575
LC000360,22264.22533627637,0.32866289879377153,19.187028586327177,B,debt_consolidation,29917.087477039542,5,RENT,669,D,Medium-High Risk,3292.8411772882464,818.224752140719
LC000361,16645.097786195656,0.29164053927224126,18.325052949858083,B,credit_card,13801.298230297112,2,MORTGAGE,689,C,Medium Risk,2184.473382572381,604.4778282311044
LC000362,24298.646553270595,0.0763113427627638,9.817462274592799,C,credit_card,33702.228851332904,6,RENT,808,A,Low Risk,834.4180556090467,781.9682228507631
LC000363,18747.5867147455,0.3127409362952212,10.301958243807924,B,debt_consolidation,11117.33825187435,6,RENT,677,D,Medium-High Risk,2638.412020100411,607.5931737727394
LC000364,21368.503679478046,0.05713307482296504,11.063122143954613,B,credit_card,43342.342172285986,3,MORTGAGE,818,A,Low Risk,549.3817438084903,700.2163247273605
LC000365,33243.94426329575,0.06716850614249008,13.400291008668827,C,debt_consolidation,22255.62099902518,1,MORTGAGE,813,A,Low Risk,1004.8257335024002,1126.540207967043
LC000366,16583.079134023228,0.13494881175127899,10.217851181709483,D,credit_card,39406.26833614889,10,OWN,775,B,Low-Medium Risk,1007.0400709412385,536.7870374311206
LC000367,33835.71691471743,0.4147737849635551,6.353726689443261,C,other,70055.10956309128,6,OWN,621,D,Medium-High Risk,6315.375767252729,1034.7797690959064
LC000368,32160.519258681914,0.24851094369045032,21.82907502252952,A,debt_consolidation,22598.2026280631,2,RENT,713,C,Medium Risk,3596.508445747475,1225.382845733546
LC000369,10873.734043678895,0.0878121734606681,23.380976964855915,B,debt_consolidation,61736.34702635443,0,OWN,801,A,Low Risk,429.6807990039164,423.0814210573348
LC000370,7080.839026254964,0.03988147453296872,12.148266966568222,C,debt_consolidation,29240.359735886308,1,RENT,828,A,Low Risk,127.07743558393726,235.68692748815505
LC000371,8023.340041322799,0.27274468601458585,12.093123829658511,A,credit_card,87255.63312630651,9,MORTGAGE,699,C,Medium Risk,984.7455121614786,266.8467030588764
LC000372,5546.6547695464915,0.20141353624620348,6.1276526299386775,A,home_improvement,30255.21040442361,8,MORTGAGE,739,C,Medium Risk,502.7271081620533,169.06098685836784
LC000373,7833.288822677852,0.22280481551153666,18.244512389946735,D,other,23855.104706896524,7,MORTGAGE,727,C,Medium Risk,785.3825119433944,284.1539087394371
LC000374,25490.203202490706,0.24305138346650765,20.857918123475315,A,debt_consolidation,51206.3704017822,5,OWN,716,C,Medium Risk,2787.9431189434963,958.4866096074905
LC000375,7135.659453806869,0.3599323917007495,8.638949406480057,C,other,29205.28996952523,5,MORTGAGE,652,D,Medium-High Risk,1155.7597381068465,225.71490578841824
LC000376,14569.268908812839,0.17525170821814917,8.873994288608714,B,debt_consolidation,23843.69838951098,0,OWN,753,B,Low-Medium Risk,1148.9801686915591,462.44491917767823
LC000377,30346.259329083638,0.3316955088886647,20.22149849948588,B,credit_card,28597.657122196702,1,RENT,667,D,Medium-High Risk,4529.573068962504,1131.2035167085235
LC000378,5698.158072074776,0.09880173812143987,17.093233470374603,A,debt_consolidation,35514.51389093291,3,RENT,795,A,Low Risk,253.34456472526534,203.41937469402964
LC000379,29434.054477668073,0.039546167916407075,6.807490037298907,C,home_improvement,71046.51381103529,2,MORTGAGE,828,A,Low Risk,523.8018273755408,906.2496491821835
LC000380,13455.643243201997,0.2975708804288091,17.20584582832107,B,credit_card,13807.347089617097,0,MORTGAGE,686,C,Medium Risk,1801.8034229770085,481.10999397920796
LC000381,8544.944828649688,0.07752060868986375,11.56051901118779,B,credit_card,36737.02310435137,7,RENT,807,A,Low Risk,298.0841959522023,282.0241634100485
LC000382,25902.11496092452,0.21463274495330878,12.637052798475228,C,home_improvement,49635.014309931365,6,RENT,731,C,Medium Risk,2501.7489153717283,868.2233502107713
LC000383,23868.28540339652,0.39083489457066595,19.855165529343843,C,debt_consolidation,40003.58233639756,3,OWN,635,D,Medium-High Risk,4197.85146414857,885.270587277748
LC000384,31324.160405811588,0.04561597871611159,20.596833468106993,E,debt_consolidation,69907.80522473507,8,MORTGAGE,824,A,Low Risk,642.997005467205,1173.66565823211
LC000385,27052.131314116574,0.21966971171739016,13.20641928311695,B,home_improvement,34990.34114573058,10,RENT,729,C,Medium Risk,2674.140249200837,914.185181202981
LC000386,29104.427911545456,0.03912924432949563,23.048752848114386,B,debt_consolidation,33114.42539310618,3,RENT,828,A,Low Risk,512.4754218694745,1127.3639815069355
LC000387,13461.037177139195,0.1758037946090776,13.3163289231373,E,debt_consolidation,48833.155323242434,0,MORTGAGE,753,B,Low-Medium Risk,1064.9256368017216,455.6092313230727
LC000388,10323.186313391685,0.010212500953734637,19.893048634141977,C,credit_card,38164.34216484259,9,OWN,844,A,Low Risk,47.44149753199182,383.0842689085441
LC000389,27518.44254922575,0.05715273508367456,14.709790762156663,A,credit_card,29875.54796110058,0,RENT,818,A,Low Risk,707.7394156190479,950.0296647046453
LC000390,29205.04217801792,0.11067879455710157,22.155581877397513,A,debt_consolidation,47007.95021007345,0,RENT,789,B,Low-Medium Risk,1454.5704884635493,1117.7058008444044
LC000391,34715.154260020194,0.036095766786337864,22.339702385703216,C,debt_consolidation,26205.795128245445,0,MORTGAGE,830,A,Low Risk,563.8815504546446,1331.8960301785803
LC000392,17378.530307342793,0.24352476270669443,7.57350254167951,B,debt_consolidation,26753.25491508188,3,OWN,716,C,Medium Risk,1904.446111179038,541.1672024235925
LC000393,16160.542573783496,0.22793961233102603,22.856879963584063,C,credit_card,27889.428497799392,0,MORTGAGE,724,C,Medium Risk,1657.6325141972634,624.365253465473
LC000394,28292.388822259905,0.4233742959522937,20.859627147367483,B,home_improvement,71434.38250309497,1,MORTGAGE,617,D,Medium-High Risk,5390.221589294774,1063.8796310702905
LC000395,15224.106207590536,0.07290704577746451,20.243592857628002,A,other,7255.3312468394,3,RENT,809,A,Low Risk,499.47507368900324,567.6736818614108
LC000396,32922.71976810694,0.14446904880822914,9.616404114339403,C,credit_card,44258.35372576261,6,OWN,770,B,Low-Medium Risk,2140.3413040852315,1056.4041845706652
LC000397,30752.382555290355,0.05183772810156993,20.49214575758397,A,debt_consolidation,36943.16417014267,1,OWN,821,A,Low Risk,717.3601404194717,1150.5948340003774
LC000398,17869.82082125055,0.11828932401817392,21.30238922433066,B,other,15670.96271650573,7,RENT,784,B,Low-Medium Risk,951.2140613722277,676.0243242398856
LC000399,27526.13203374492,0.46606148912765333,11.204706020174717,B,credit_card,42398.293364300866,6,MORTGAGE,593,D,Medium-High Risk,5772.991538507202,903.8410114670927
LC000400,27636.28622254047,0.2823960570855714,23.14068141052183,B,debt_consolidation,46068.09909822377,8,MORTGAGE,694,C,Medium Risk,3511.9702177801782,1071.8203921396341
LC000401,8093.716065077979,0.07450447504546814,6.897482635184956,C,other,48767.51118285778,5,RENT,809,A,Low Risk,271.3581299680681,249.53125662076778
LC000402,32076.587200387,0.02099030279149164,8.698366558448514,C,home_improvement,9643.94916831178,3,RENT,838,A,Low Risk,302.9837750342137,1015.529821966682
LC000403,20157.571173435714,0.018629138475054905,15.676460484927258,C,home_improvement,71911.73232058973,5,RENT,839,A,Low Risk,168.98318311981902,705.4647944712262
LC000404,29793.72398323225,0.24066128964162373,16.364264480201577,A,home_improvement,25112.76716161595,3,RENT,717,C,Medium Risk,3226.5882166640613,1052.8248702571561
LC000405,14601.488030918352,0.10935617649142136,17.61270149941626,A,debt_consolidation,51189.201131252295,6,OWN,789,B,Low-Medium Risk,718.5433059659177,525.0462126855862
LC000406,31865.696854886013,0.5834173133026692,6.305444327678396,B,debt_consolidation,52603.44497177411,8,OWN,529,E,High Risk,8365.949660517712,973.8324836644899
LC000407,16676.050362024893,0.14250872920901322,23.286601943198345,D,credit_card,23427.163400604986,2,MORTGAGE,771,B,Low-Medium Risk,1069.4172353929525,648.018942291488
LC000408,5325.129544408951,0.12005576604121389,6.802585669214592,C,debt_consolidation,50525.32507404303,2,RENT,783,B,Low-Medium Risk,287.6906280252226,163.94431607102285
LC000409,32161.45929257791,0.050679752383269806,8.575115149021244,C,credit_card,29949.06485580632,1,OWN,822,A,Low Risk,733.4706569546071,1016.3778507124481
LC000410,7738.600303584007,0.3204891132308258,6.252261315469026,B,home_improvement,12891.34468271987,0,MORTGAGE,673,D,Medium-High Risk,1116.0617170245469,236.308750238975
LC000411,14579.409127712446,0.1428452662769763,16.203451799293703,B,home_improvement,65112.44404953271,0,OWN,771,B,Low-Medium Risk,937.1698105540784,514.0343949012564
LC000412,33501.859011524146,0.1450002965930005,22.7808039105775,B,credit_card,24648.65264369299,2,RENT,770,B,Low-Medium Risk,2186.0007718895495,1293.023301491146
LC000413,33518.21440812668,0.19605233682862144,17.987048989448354,A,home_improvement,23688.696410184803,6,RENT,742,B,Low-Medium Risk,2957.095917466202,1211.545992805828
LC000414,22203.136643698585,0.1577766447018204,20.80783443264769,A,home_improvement,29687.075626295966,10,RENT,763,B,Low-Medium Risk,1576.4113806744604,834.3155930701255
LC000415,23955.116365093978,0.2537209553524035,6.239061662254441,D,credit_card,41610.9387607634,8,MORTGAGE,710,C,Medium Risk,2735.0617543783383,731.3586696302932
LC000416,18453.36565934959,0.060148420982317534,15.75627537263507,A,debt_consolidation,35290.348593505536,1,MORTGAGE,816,A,Low Risk,499.4733627986403,646.5473284493404
LC000417,13796.323150941937,0.13205200640693165,14.272133595099394,A,debt_consolidation,47764.28494655959,6,MORTGAGE,777,B,Low-Medium Risk,819.8244689041278,473.3511763325064
LC000418,14859.93636109748,0.12670817278778232,14.981422995974274,A,debt_consolidation,18587.69936998565,0,MORTGAGE,780,B,Low-Medium Risk,847.293922825825,514.989401412171
LC000419,25175.553682311154,0.2760808276923446,7.299837336033383,D,debt_consolidation,25054.451987769957,1,RENT,698,C,Medium Risk,3127.719464201483,780.8039840658133
LC000420,27571.2358831304,0.3501684886675499,18.319836499247536,B,debt_consolidation,34269.17235421602,5,MORTGAGE,657,D,Medium-High Risk,4344.560099951532,1001.195488318053
LC000421,28747.371311775456,0.08504529710066008,15.05796746745542,C,debt_consolidation,93802.20538915215,10,MORTGAGE,803,A,Low Risk,1100.1729303328214,997.3533127678933
LC000422,28688.544283836618,0.3045752985167308,19.77267929750275,D,credit_card,34306.623888528826,4,RENT,682,D,Medium-High Risk,3932.0198726669955,1062.8491355071535
LC000423,7736.183091460711,0.054289639976336644,14.735231413110876,B,other,62480.58402311117,7,RENT,820,A,Low Risk,188.99756767189126,267.1753545218747
LC000424,19832.609141077446,0.1751231653871893,8.688869452075778,C,debt_consolidation,37022.36929157255,10,OWN,753,B,Low-Medium Risk,1562.9171808025746,627.8037494503468
LC000425,6726.7628004993285,0.17460735234252586,17.668625173400798,A,home_improvement,28514.5762043961,1,RENT,753,B,Low-Medium Risk,528.544009094122,242.07183542294416
LC000426,21485.866469712066,0.35094932608152096,9.102954517892993,A,credit_card,32100.849981525203,0,RENT,656,D,Medium-High Risk,3393.202661020349,684.2747994040178
LC000427,18245.91504120131,0.26749946009658343,21.70310214038667,C,debt_consolidation,33382.601964579735,6,MORTGAGE,702,C,Medium Risk,2196.347590120267,694.0204196845789
LC000428,31631.125482748994,0.0639720123170893,17.03609230324635,C,other,49110.24115264817,5,MORTGAGE,814,A,Low Risk,910.5780370436171,1128.3041561545228
LC000429,15527.450376562361,0.2740302463917302,8.829669904025177,B,credit_card,72207.96474239431,7,RENT,699,C,Medium Risk,1914.7459736361363,492.5387715680639
LC000430,8512.010492828176,0.2159467066958804,23.322085034661722,B,debt_consolidation,43470.61292524928,10,OWN,731,C,Medium Risk,827.1632849791602,330.9281862748484
LC000431,9289.750461585076,0.41920914192348224,15.330578340035771,B,home_improvement,65744.99591393906,7,MORTGAGE,619,D,Medium-High Risk,1752.4567438579586,323.53816089127287
LC000432,27845.31895152417,0.12006885867396257,7.31217213368979,A,debt_consolidation,22417.67818304498,1,MORTGAGE,783,B,Low-Medium Risk,1504.510049664885,863.7625468921894
LC000433,23546.54189948783,0.15057756927356733,17.28299227947121,A,credit_card,29515.91078550791,7,RENT,767,B,Low-Medium Risk,1595.5114698103882,842.8184999664994
LC000434,8033.680283683707,0.421577104115167,10.557580326230584,A,debt_consolidation,25282.019564247235,5,MORTGAGE,618,D,Medium-High Risk,1524.0670512221209,261.3324152108558
LC000435,7523.204183449923,0.3544193125151983,20.466482133791445,A,home_improvement,42498.42500149352,8,MORTGAGE,655,D,Medium-High Risk,1199.8659845744035,281.3805863942377
LC000436,26029.0739437736,0.06646006476232527,20.72079732419143,C,credit_card,30349.05949607515,6,MORTGAGE,813,A,Low Risk,778.4522730029461,976.9197206475025
LC000437,7182.890190925806,0.18374856663512865,23.621052405383914,A,credit_card,52307.05148099578,1,RENT,748,B,Low-Medium Risk,593.9305995960641,280.37808570604966
LC000438,29655.801778710687,0.23257947879403154,15.033651558441067,A,debt_consolidation,22799.619909868652,7,RENT,722,C,Medium Risk,3103.7989144102403,1028.5168851371475
LC000439,26187.266814694885,0.26500888318936927,14.189223835099268,B,credit_card,37105.314512826946,8,MORTGAGE,704,C,Medium Risk,3122.9362495549453,897.4273157544582
LC000440,7440.463419256993,0.07052518224991958,19.56256089803665,D,home_improvement,51196.62830832419,6,RENT,811,A,Low Risk,236.13301740013168,274.8586935114768
LC000441,7545.131422555758,0.41941460785078133,8.38447181415468,A,credit_card,12930.557821461647,3,MORTGAGE,619,D,Medium-High Risk,1424.0422515482242,237.7775184914626
LC000442,34599.18735503526,0.03867328800011976,15.844479248276235,A,credit_card,104905.5450851002,8,RENT,828,A,Low Risk,602.1289517181212,1213.7498846846088
LC000443,16228.123872683609,0.08606763103802337,15.832456802355317,B,credit_card,31521.466142399066,3,RENT,802,A,Low Risk,628.5222800610624,569.1912633878927
LC000444,16119.264412006727,0.3965872936543147,7.61051621058697,C,home_improvement,13193.506334339509,3,OWN,631,D,Medium-High Risk,2876.7129519852256,502.22791959042945
LC000445,29383.987017725078,0.18960320763464442,13.523713539124444,B,credit_card,39302.639139849925,8,RENT,745,B,Low-Medium Risk,2507.084186244941,997.4911019300469
LC000446,33417.45732151576,0.18548872143147657,21.359126374209637,C,home_improvement,36927.86647298059,7,MORTGAGE,747,B,Low-Medium Risk,2789.352644426502,1265.175175116523
LC000447,34580.03191468613,0.1693954324919082,21.410765195903885,E,home_improvement,34858.51817262702,3,RENT,756,B,Low-Medium Risk,2635.9647577975106,1310.109421354574
LC000448,27601.345557768247,0.08955545256899029,7.786277968554258,C,credit_card,59611.009339929624,7,MORTGAGE,800,A,Low Risk,1112.3329468225613,862.207103572545
LC000449,16287.787565927472,0.04712719659698799,7.632975889460956,C,debt_consolidation,52771.285456646394,7,MORTGAGE,824,A,Low Risk,345.4189950372482,507.6467873320736
LC000450,7505.021500960063,0.2194998948284671,10.728518586034834,B,credit_card,42147.813823949684,6,RENT,729,C,Medium Risk,741.3081435657532,244.7410266674142
LC000451,28314.407477823104,0.2255151337608382,21.745789125971882,A,home_improvement,45482.26810362423,9,MORTGAGE,725,C,Medium Risk,2873.3973253740696,1077.6199504245203
LC000452,21752.127492074153,0.22735456109994331,8.320246531322981,E,debt_consolidation,34469.17672042519,5,RENT,724,C,Medium Risk,2225.4504295277384,684.8507602655559
LC000453,17726.66027740929,0.10475465803999279,18.959942447294033,B,credit_card,88233.8031835201,7,MORTGAGE,792,B,Low-Medium Risk,835.6276059980103,649.4298525056406
LC000454,32190.63155284208,0.07378267008574453,7.8209811530358575,A,home_improvement,17333.59822206882,6,OWN,809,A,Low Risk,1068.7998364717973,1006.081048413495
LC000455,8335.92446918454,0.1639080967933787,17.216481367460858,C,debt_consolidation,38941.89090150667,4,RENT,759,B,Low-Medium Risk,614.846481640827,298.0973265437136
LC000456,19778.753128725773,0.46924662360843883,12.409211384144607,A,credit_card,37515.60713321305,3,OWN,591,D,Medium-High Risk,4176.500906177737,660.8100434839765
LC000457,5340.609343022572,0.17757396519413446,20.200451333385608,B,debt_consolidation,54537.30288003975,1,MORTGAGE,752,B,Low-Medium Risk,426.7589299170118,199.0220658608723
LC000458,19059.819259823787,0.14329840346180153,10.206428078856545,B,debt_consolidation,23815.051155927376,10,MORTGAGE,771,B,Low-Medium Risk,1229.0587515914601,616.8556273234577
LC000459,6689.098270455121,0.16570432975229613,17.505632929019278,B,home_improvement,15186.523455689055,7,RENT,758,B,Low-Medium Risk,498.785645498854,240.17127441388212
LC000460,8564.537488042159,0.17953904745727875,10.24228562236593,C,debt_consolidation,39277.672555366065,8,OWN,751,B,Low-Medium Risk,691.9510061318599,277.3287893954231
LC000461,8525.787403313147,0.3956729860321742,18.84588509601877,A,debt_consolidation,41798.479661181154,3,RENT,632,D,Medium-High Risk,1518.0406920649843,311.8575031740302
LC000462,24476.309063481905,0.26283571953265256,21.726204622093476,B,home_improvement,76481.15921603357,3,MORTGAGE,705,C,Medium Risk,2894.9617368917334,931.2980091852876
LC000463,27381.346377962698,0.10999185842438461,8.28243238428168,B,debt_consolidation,19241.39019058754,4,RENT,789,B,Low-Medium Risk,1355.2763284232592,861.6039120489019
LC000464,22501.06295291479,0.12765114047548795,21.59872239471906,C,other,64689.02799608456,1,MORTGAGE,779,B,Low-Medium Risk,1292.5288565326455,854.6617642953768
LC000465,33865.17645423626,0.1792605313036319,16.684354579457363,C,other,118623.17865775277,6,RENT,751,B,Low-Medium Risk,2731.8102857449367,1202.0726775154842
LC000466,16246.117385711123,0.2058108835659275,8.28798883560643,B,debt_consolidation,30065.017220187427,4,OWN,736,C,Medium Risk,1504.632498151042,511.25540907596877
LC000467,13571.362588455822,0.08378851899522091,13.695753396474817,C,debt_consolidation,19044.409830127646,5,MORTGAGE,803,A,Low Risk,511.7059674152375,461.8340955836144
LC000468,31057.97384568381,0.13455567563672025,8.895485282731762,A,home_improvement,29629.116335337338,3,MORTGAGE,775,B,Low-Medium Risk,1880.5619946211073,986.1252215592061
LC000469,11707.875155583579,0.44905974914446845,18.606261999598253,D,credit_card,36570.693832452445,7,MORTGAGE,603,D,Medium-High Risk,2365.8909661715024,426.8369644874969
LC000470,33896.67618321834,0.38075270659778576,19.659626419523093,B,debt_consolidation,48141.21440296757,7,OWN,640,D,Medium-High Risk,5807.813040643088,1253.850971891523
LC000471,5364.6342406944905,0.15745271752725015,7.904337364910381,C,home_improvement,27019.190048914355,4,MORTGAGE,763,B,Low-Medium Risk,380.1043078816877,167.87149275603275
LC000472,34096.36480122917,0.12105664520210574,15.110517348503599,A,debt_consolidation,79031.30091363059,5,OWN,783,B,Low-Medium Risk,1857.4161913907847,1183.8078436101919
LC000473,6294.797358517283,0.28213803313216557,20.66325100846651,A,home_improvement,20800.53200437989,2,MORTGAGE,694,C,Medium Risk,799.2007855639279,236.06993882511696
LC000474,31734.293410942133,0.03242212450830063,22.850934747917936,B,debt_consolidation,15220.483889510373,0,OWN,832,A,Low Risk,463.0019454686295,1225.9614830463813
LC000475,20831.033272588997,0.38387313625060127,15.24332160135186,D,debt_consolidation,63155.49961711298,8,OWN,638,D,Medium-High Risk,3598.4133331602143,724.5992155264331
LC000476,34788.943883579006,0.1167415172386656,23.105026025005326,B,debt_consolidation,11645.667301822368,8,RENT,785,B,Low-Medium Risk,1827.591341444914,1348.575414791889
LC000477,7213.896942061966,0.24021961595979857,15.642401468208536,D,other,32791.844349188956,2,OWN,717,C,Medium Risk,779.8137988480609,252.3474611908527
LC000478,21615.628532039624,0.04956041584830385,13.095428902798343,B,credit_card,172618.72931957626,3,RENT,822,A,Low Risk,482.0757924916554,729.3098991944742
LC000479,34079.07606857297,0.2975050675003544,21.267656313952116,B,home_improvement,36097.475947329076,6,MORTGAGE,686,C,Medium Risk,4562.414021758731,1288.6195618284535
LC000480,20692.935325104467,0.2527706307164484,14.873688788245603,A,debt_consolidation,20735.783838692056,1,MORTGAGE,710,C,Medium Risk,2353.754841075599,716.0480978337306
LC000481,23881.959144057877,0.23181369753331527,14.494245190161415,C,debt_consolidation,35288.10679300627,2,MORTGAGE,722,C,Medium Risk,2491.2743640856315,821.9733510579734
LC000482,25872.460669538516,0.08312223507726159,14.82562480937691,A,debt_consolidation,35404.69104331038,5,RENT,804,A,Low Risk,967.7595410102633,894.669616277281
LC000483,18636.2319430332,0.1270476419861952,21.242130033655418,D,credit_card,39352.900844543714,10,RENT,780,B,Low-Medium Risk,1065.4601957415796,704.4402577247175
LC000484,23826.742402521904,0.22170972371447523,20.97494775038494,D,credit_card,50570.8949455013,7,MORTGAGE,728,C,Medium Risk,2377.1792137855964,897.3676754695556
LC000485,22529.429357693007,0.10051462069809676,13.263359863923801,D,credit_card,21599.909758496186,0,RENT,794,B,Low-Medium Risk,1019.0416708948853,761.966533563859
LC000486,32034.740314729668,0.10938652961856148,11.99939747766945,B,debt_consolidation,84438.1022877294,3,OWN,789,B,Low-Medium Risk,1576.876081617046,1064.0025707644343
LC000487,6363.391410243736,0.34983650841348185,14.854704432704327,C,other,41050.45267339631,0,MORTGAGE,657,D,Medium-High Risk,1001.7659846826049,220.13655566008453
LC000488,13428.89568776691,0.030065727091802188,16.309905175267964,C,debt_consolidation,52229.200979588015,1,OWN,833,A,Low Risk,181.68728080170564,474.1773339537743
LC000489,33512.34452229676,0.33981191312168235,10.290069791303946,A,other,26527.184069289095,7,RENT,663,D,Medium-High Risk,5124.552257391568,1085.91875390469
LC000490,31707.91351672749,0.08731927728520361,20.29119152488063,C,debt_consolidation,69091.78164783288,5,MORTGAGE,801,A,Low Risk,1245.9204416260725,1183.0894542336348
LC000491,18669.702583571387,0.30119641912341427,14.756689783183612,A,credit_card,31935.508715756874,8,RENT,684,D,Medium-High Risk,2530.4614039218864,644.9690917086516
LC000492,23603.977934046103,0.476675302113317,12.012819871559273,B,debt_consolidation,41721.683337168535,1,MORTGAGE,587,D,Medium-High Risk,5063.144990754372,784.1343714796623
LC000493,13321.435489433981,0.2436233549900596,7.922777873351831,A,credit_card,22775.643158644103,2,RENT,716,C,Medium Risk,1460.435763248799,416.9709697631562
LC000494,10643.63479171284,0.24633498979509577,10.299212887264925,A,credit_card,22060.28444328504,8,MORTGAGE,714,C,Medium Risk,1179.8548505096892,344.93730180226004
LC000495,18910.952148199467,0.10385227032802499,23.08706109160771,B,credit_card,51231.130980984184,8,RENT,792,B,Low-Medium Risk,883.7753915948202,732.8960817800588
LC000496,15600.566840781585,0.1675210156993241,11.49179436275148,B,credit_card,29091.362415714397,5,MORTGAGE,757,B,Low-Medium Risk,1176.040261193817,514.3835127030147
LC000497,22509.683355526162,0.08410282322540806,9.039467208606636,C,home_improvement,23696.637898750516,2,RENT,803,A,Low Risk,851.9075640493771,716.2154547313842
LC000498,7332.039108949545,0.06654498802512457,14.292110249789877,A,credit_card,26328.527575315067,4,MORTGAGE,813,A,Low Risk,219.55970461715663,251.63321024390098
LC000499,34231.844229985,0.4052342701203342,11.527579380484475,B,home_improvement,51507.18213491439,1,OWN,627,D,Medium-High Risk,6242.362385134925,1129.2785726257803
LC000500,34586.32233438808,0.45422984733730193,6.632866504881495,A,debt_consolidation,26515.40249616687,6,RENT,600,D,Medium-High Risk,7069.562961258516,1062.1291735758934
LC000501,25944.851420592353,0.20040954411424244,11.81661391102951,B,credit_card,34240.77739184142,9,MORTGAGE,739,C,Medium Risk,2339.8181303907013,859.4696215032217
LC000502,21082.890990323613,0.17362308083203806,15.793955230910434,C,credit_card,36589.40055570784,10,OWN,754,B,Low-Medium Risk,1647.2144189637017,739.0690292573858
LC000503,14285.828488589832,0.1451443150034694,15.930822696359405,B,debt_consolidation,13923.391646766631,7,RENT,770,B,Low-Medium Risk,933.0780556050389,501.75957681065023
LC000504,29413.850591208462,0.019800274069064226,12.418060581183997,C,credit_card,17403.677219231595,5,RENT,839,A,Low Risk,262.08103640959547,982.8443308135423
